date,system:index,NDVI,Rural_LST,UHI,Urban_LST,.geo,month,year,day_of_year,week,LST_diff,UHI_lag1,UHI_lag4,UHI_rolling4,month_sin,month_cos,doy_sin,doy_cos,time_idx,UHI_trend,UHI_detrended
2017-04-27,79,0.2963409628017647,53.702207569329225,3.7557281829885127,40.2177207771349,"{""type"":""MultiPoint"",""coordinates"":[]}",4,2017,117,17,-13.484486792194325,3.5470384953997467,4.624506242248227,3.829735865873651,0.8660254037844387,-0.4999999999999998,0.9033558023246845,-0.4288919379124835,75.0,3.2771836083980856,0.4785445745904271
2017-05-04,80,0.2865539437266261,35.4835002351145,3.964417870577279,39.44791810569178,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2017,124,18,3.964417870577279,3.7557281829885127,4.238613341129884,3.7611869982354995,0.49999999999999994,-0.8660254037844387,0.8452490573530633,-0.5343725582809786,76.0,3.2805099367958035,0.6839079337814753
2017-05-11,81,0.3089008389546675,42.69496276466003,4.348412226678629,40.67984690052529,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2017,131,19,-2.015115864134742,3.964417870577279,3.7775634439764594,3.903899193911042,0.49999999999999994,-0.8660254037844387,0.7748840413670407,-0.6321034111873487,77.0,3.283836265193521,1.0645759614851085
2017-05-18,82,0.3312477341827089,37.17936911257882,4.73240658277998,41.9117756953588,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2017,138,20,4.73240658277998,4.348412226678629,3.5470384953997467,4.2002412157561,0.49999999999999994,-0.8660254037844387,0.6932812268869777,-0.7206671495538609,78.0,3.2871625935912383,1.4452439891887416
2017-05-25,83,0.32791985615459357,30.814318698073272,4.221880124708571,39.52871497925348,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2017,145,21,8.714396281180207,4.73240658277998,3.7557281829885127,4.316779201186115,0.49999999999999994,-0.8660254037844387,0.6016240632249226,-0.7987793728863649,79.0,3.2904889219889557,0.9313912027196154
2017-06-22,84,0.3146083440421321,27.816697822409264,2.179774292422934,29.9964721148322,"{""type"":""MultiPoint"",""coordinates"":[]}",6,2017,173,25,2.1797742924229375,4.221880124708571,3.964417870577279,3.8706183066475286,1.2246467991473532e-16,-1.0,0.16280701293851715,-0.986657932891657,80.0,3.293815250386673,-1.1140409579637391
2017-07-06,85,0.2314513522067623,15.775585218806404,-10.910637130431097,4.864948088375307,"{""type"":""MultiPoint"",""coordinates"":[]}",7,2017,187,27,-10.910637130431097,2.179774292422934,4.348412226678629,0.055855967370097126,-0.4999999999999997,-0.8660254037844388,-0.07738647923346322,-0.9970011699250151,81.0,3.2971415787843905,-14.207778709215487
2017-09-07,86,0.2914973627117935,37.29671073099821,0.18850586164267824,27.121182817728116,"{""type"":""MultiPoint"",""coordinates"":[]}",9,2017,250,36,-10.175527913270091,-10.910637130431097,4.73240658277998,-1.0801192129142283,-1.0,-1.8369701987210297e-16,-0.9175836260593934,-0.3975428142825566,82.0,3.300467907182108,-3.1119620455394297
2017-09-21,87,0.3048409206018004,29.41203067548077,2.654982082103519,32.067012757584294,"{""type"":""MultiPoint"",""coordinates"":[]}",9,2017,264,38,2.6549820821035226,0.18850586164267824,4.221880124708571,-1.4718437235654913,-1.0,-1.8369701987210297e-16,-0.9859481499638303,-0.1670516255021195,83.0,3.3037942355798253,-0.6488121534763063
2017-10-12,88,0.3969337848735519,31.184219669463843,2.377176283173384,33.56139595263723,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2017,285,41,2.377176283173384,2.654982082103519,2.179774292422934,-1.4224932258778789,-0.8660254037844386,0.5000000000000001,-0.9813064702716093,0.19245158197082995,84.0,3.3071205639775427,-0.9299442808041589
2017-10-19,89,0.42354975237995335,36.62707893626098,3.621762413931659,35.19807837281681,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2017,292,42,-1.4290005634441698,2.377176283173384,-10.910637130431097,2.21060666021281,-0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723,85.0,3.31044689237526,0.31131552155639897
2017-10-26,90,0.4501657198863548,31.96841224830645,4.866348544689934,36.834760792996384,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2017,299,43,4.866348544689934,3.621762413931659,0.18850586164267824,3.380067330974624,-0.8660254037844386,0.5000000000000001,-0.9070138128026362,0.42110087079608916,86.0,3.3137732207729775,1.5525753239169569
2017-11-02,91,0.39555336492739684,36.35109137395396,0.1484515095993686,27.293832713570506,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2017,306,44,-9.057258660383457,4.866348544689934,2.654982082103519,2.7534346878485865,-0.5000000000000004,0.8660254037844384,-0.8498170915275277,0.5270777086423724,87.0,3.317099549170695,-3.1686480395713263
2017-11-09,92,0.3409410099684389,22.322350159635825,-4.569445525491197,17.752904634144627,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2017,313,45,-4.569445525491197,0.1484515095993686,2.377176283173384,1.0167792356824412,-0.5000000000000004,0.8660254037844384,-0.780295851070776,0.6254105729852457,88.0,3.320425877568413,-7.88987140305961
2017-11-23,93,0.37659560812895876,36.433918095878894,1.0345912302302782,28.16917774569972,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2017,327,47,-8.264740350179174,-4.569445525491197,3.621762413931659,0.369986439757096,-0.5000000000000004,0.8660254037844384,-0.6084768701151264,0.7935716089521472,89.0,3.32375220596613,-2.289160975735852
2017-11-30,94,0.3944229072092187,29.540704693386253,3.836609608091017,33.37731430147727,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2017,334,48,3.836609608091017,1.0345912302302782,4.866348544689934,0.1125517056073666,-0.5000000000000004,0.8660254037844384,-0.5086709438521042,0.8609610158889945,90.0,3.3270785343638476,0.5095310737271692
2017-12-07,95,0.38853358479049416,31.839599794029244,2.7053387423377924,31.472281264507693,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2017,341,49,-0.3673185295215511,3.836609608091017,0.1484515095993686,0.7517735137919725,-2.4492935982947064e-16,1.0,-0.4014879892059737,0.9158642882672868,91.0,3.330404862761565,-0.6250661204237726
2017-12-14,96,0.3826442623717697,27.99318035095355,1.574067876584568,29.56724822753812,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2017,348,50,1.574067876584568,2.7053387423377924,-4.569445525491197,2.287651864310914,-2.4492935982947064e-16,1.0,-0.2884824328806098,0.9574851883550389,92.0,3.3337311911592824,-1.7596633145747145
2017-12-21,97,0.3712737972217412,30.946737389416956,1.9544703160846328,29.584130108493003,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2017,355,51,-1.3626072809239531,1.574067876584568,1.0345912302302782,2.5176216357745025,-2.4492935982947064e-16,1.0,-0.1712931441814778,0.9852201067560606,93.0,3.337057519557,-1.382587203472367
2017-12-28,98,0.3599033320717127,27.26613923386319,2.3348727555846978,29.601011989447887,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2017,362,52,2.3348727555846978,1.9544703160846328,3.836609608091017,2.1421874226479227,-2.4492935982947064e-16,1.0,-0.05161966722325418,0.9986668162884759,94.0,3.340383847954717,-1.0055110923700195
2018-01-04,99,0.36391878187018023,32.66183908970345,3.1392249903704137,31.886931714954642,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2018,4,1,-0.7749073747488069,2.3348727555846978,2.7053387423377924,2.250658984656078,0.49999999999999994,0.8660254037844387,0.06880242680231986,0.9976303053065857,95.0,3.3437101763524346,-0.20448518598202092
2018-01-11,100,0.3679342316686477,30.229274215305264,3.9435772251561296,34.17285144046139,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2018,11,2,3.9435772251561296,3.1392249903704137,1.574067876584568,2.8430363217989685,0.49999999999999994,0.8660254037844387,0.1882267098432442,0.9821256058680006,96.0,3.347036504750152,0.5965407204059776
2018-01-25,101,0.3433231568606531,34.03987378582531,3.834365252403225,33.70173722955373,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2018,25,4,-0.33813655627157857,3.9435772251561296,1.9544703160846328,3.3130100558786166,0.49999999999999994,0.8660254037844387,0.4171936026123168,0.9088176373395029,97.0,3.3503628331478694,0.4840024192553556
2018-02-01,102,0.3310176194566558,29.686420858073127,3.779759266026773,33.4661801240999,"{""type"":""MultiPoint"",""coordinates"":[]}",2,2018,32,5,3.7797592660267725,3.834365252403225,2.3348727555846978,3.6742316834891353,0.8660254037844386,0.5000000000000001,0.5234156073655503,0.8520775211013093,98.0,3.353689161545587,0.4260701044811861
2018-02-08,103,0.3216295285486953,37.305887845213306,3.725375677111849,33.91584148053242,"{""type"":""MultiPoint"",""coordinates"":[]}",2,2018,39,6,-3.3900463646808845,3.779759266026773,3.1392249903704137,3.820769355174494,0.8660254037844386,0.5000000000000001,0.6220467484408675,0.7829801036770629,99.0,3.3570154899433042,0.3683601871685447
2018-02-15,104,0.3122414376407348,30.694510748768018,3.670992088196925,34.36550283696494,"{""type"":""MultiPoint"",""coordinates"":[]}",2,2018,46,7,3.6709920881969254,3.725375677111849,3.9435772251561296,3.752623070934693,0.8660254037844386,0.5000000000000001,0.7116566222817746,0.7025274741691571,100.0,3.3603418183410216,0.31065026985590327
2018-02-22,105,0.29885464486103497,42.50546220162392,3.564274286273342,35.81288327674646,"{""type"":""MultiPoint"",""coordinates"":[]}",2,2018,53,8,-6.692578924877459,3.670992088196925,3.834365252403225,3.685100329402222,0.8660254037844386,0.5000000000000001,0.7909456567567772,0.6118864012687243,101.0,3.363668146738739,0.20060613953460305
2018-03-01,106,0.2854678520813351,33.80270723217823,3.457556484349759,37.26026371652799,"{""type"":""MultiPoint"",""coordinates"":[]}",3,2018,60,9,3.457556484349759,3.564274286273342,3.779759266026773,3.604549633982969,1.0,6.123233995736766e-17,0.8587639582758029,0.5123714121284237,102.0,3.3669944751364564,0.09056200921330237
2018-03-22,107,0.3467659787468843,34.812742709622235,4.482575879969822,39.29531858959206,"{""type"":""MultiPoint"",""coordinates"":[]}",3,2018,81,12,4.482575879969822,3.457556484349759,3.725375677111849,3.793849684697462,1.0,6.123233995736766e-17,0.9844738167520922,0.1755314904214282,103.0,3.370320803534174,1.1122550764356482
2018-03-29,108,0.3192469363597239,32.61812281720307,4.2257856675634,40.01317801261541,"{""type"":""MultiPoint"",""coordinates"":[]}",3,2018,88,13,7.39505519541234,4.482575879969822,3.670992088196925,3.932548079539081,1.0,6.123233995736766e-17,0.9984354211555643,0.055916990100603484,104.0,3.3736471319318917,0.8521385356315085
2018-04-05,109,0.2917278939725635,36.76204198048179,3.9689954551569775,40.73103743563877,"{""type"":""MultiPoint"",""coordinates"":[]}",4,2018,95,14,3.9689954551569784,4.2257856675634,3.564274286273342,4.03372837175999,0.8660254037844387,-0.4999999999999998,0.9979171608653922,-0.06450844944931623,105.0,3.376973460329609,0.5920219948273684
2018-04-12,110,0.3048662496742087,49.09379674947764,3.9066349083271055,41.909049652967624,"{""type"":""MultiPoint"",""coordinates"":[]}",4,2018,102,15,-7.184747096510016,3.9689954551569775,3.457556484349759,4.145997977754327,0.8660254037844387,-0.4999999999999998,0.9829265519799822,-0.18399835165768005,106.0,3.3802997887273265,0.526335119599779
2018-04-19,111,0.3180046053758539,39.24278750879925,3.8442743614972334,43.08706187029649,"{""type"":""MultiPoint"",""coordinates"":[]}",4,2018,109,16,3.8442743614972343,3.9066349083271055,4.482575879969822,3.986422598136179,0.8660254037844387,-0.4999999999999998,0.9536809966304457,-0.30081980763566735,107.0,3.383626117125044,0.46064824437218954
2018-04-26,112,0.3191950896414212,49.27877519550612,3.917500820478125,43.32869796467145,"{""type"":""MultiPoint"",""coordinates"":[]}",4,2018,116,17,-5.9500772308346725,3.8442743614972334,4.2257856675634,3.90935138636486,0.8660254037844387,-0.4999999999999998,0.9106046300942162,-0.4132786077829042,108.0,3.3869524455227613,0.5305483749553637
2018-05-03,113,0.3203855739069885,39.579606779587394,3.990727279459016,43.57033405904641,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2018,123,18,3.9907272794590156,3.917500820478125,3.9689954551569775,3.91478434244037,0.49999999999999994,-0.8660254037844387,0.854322169749827,-0.5197438121555155,109.0,3.3902787739204787,0.6004485055385373
2018-05-17,114,0.3311567116902191,39.96094643919157,4.0836943573321465,43.12681848961677,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2018,137,20,3.1658720504252003,3.990727279459016,3.9066349083271055,3.95904920469163,0.49999999999999994,-0.8660254037844387,0.705583610107178,-0.7086266782644596,110.0,3.393605102318196,0.6900892550139504
2018-05-24,115,0.3365422805818344,-12.8723683519257,4.1301778962687115,42.90506070490195,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2018,144,21,55.77742905682765,4.0836943573321465,3.8442743614972334,4.0305250883845,0.49999999999999994,-0.8660254037844387,0.6152845999633276,-0.7883050558305255,111.0,3.3969314307159135,0.7332464655527979
2018-09-20,116,0.4280969517392944,30.0470899146171,4.920398058190317,39.13517836474998,"{""type"":""MultiPoint"",""coordinates"":[]}",9,2018,263,38,9.088088450132883,4.1301778962687115,3.917500820478125,4.281249397812547,-1.0,-1.8369701987210297e-16,-0.9829265519799822,-0.18399835165767986,112.0,3.400257759113631,1.5201402990766861
2018-09-27,117,0.4334825206309097,33.558647208558206,4.966881597126882,38.913420580035165,"{""type"":""MultiPoint"",""coordinates"":[]}",9,2018,270,39,5.354773371476959,4.920398058190317,3.990727279459016,4.525287977229514,-1.0,-1.8369701987210297e-16,-0.9979171608653922,-0.06450844944931625,113.0,3.4035840875113483,1.5632975096155337
2018-10-04,118,0.438868089522525,35.29993026760325,5.013365136063447,38.69166279532034,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2018,277,40,3.391732527717089,4.966881597126882,4.0836943573321465,4.75770567191234,-0.8660254037844386,0.5000000000000001,-0.9984354211555643,0.05591699010060302,114.0,3.4069104159090657,1.6064547201543813
2018-10-11,119,0.4442536584141403,33.41005633560551,5.059848675000012,38.46990501060552,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2018,284,41,5.059848675000012,5.013365136063447,4.1301778962687115,4.9901233665951645,-0.8660254037844386,0.5000000000000001,-0.9844738167520923,0.17553149042142777,115.0,3.410236744306783,1.6496119306932289
2018-10-25,120,0.44469448596292144,38.05547444681376,4.992633451522106,38.417460532289056,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2018,298,43,0.3619860854752943,5.059848675000012,4.920398058190317,5.008182214928112,-0.8660254037844386,0.5000000000000001,-0.9141279881853337,0.4054257283599973,116.0,3.413563072704501,1.5790703788176046
2018-11-01,121,0.444914899737312,33.43221245334767,4.959025839783152,38.39123829313082,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2018,305,44,4.959025839783152,4.992633451522106,4.966881597126882,5.006218275592179,-0.5000000000000004,0.8660254037844384,-0.858763958275803,0.5123714121284235,117.0,3.4168894011022184,1.5421364386809335
2018-11-08,122,0.43222524382222793,36.8239831729581,4.715062674732497,37.54637206580795,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2018,312,45,0.7223888928498496,4.959025839783152,5.013365136063447,4.931642660259442,-0.5000000000000004,0.8660254037844384,-0.7909456567567774,0.6118864012687242,118.0,3.420215729499936,1.2948469452325613
2018-11-15,123,0.4195355879071439,32.230406328803234,4.471099509681842,36.70150583848508,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2018,319,46,4.471099509681849,4.715062674732497,5.059848675000012,4.784455368929899,-0.5000000000000004,0.8660254037844384,-0.711656622281775,0.7025274741691566,119.0,3.423542057897653,1.047557451784189
2018-11-22,124,0.410320411079916,19.24266953031101,4.0594980089310475,35.36993832255109,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2018,326,47,16.127268792240084,4.471099509681842,4.992633451522106,4.551171508282135,-0.5000000000000004,0.8660254037844384,-0.622046748440868,0.7829801036770624,120.0,3.4268683862953706,0.6326296226356769
2018-11-29,125,0.4011052342526882,14.61290701601144,3.647896508180253,34.0383708066171,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2018,333,48,19.42546379060566,4.0594980089310475,4.959025839783152,4.22338917538141,-0.5000000000000004,0.8660254037844384,-0.5234156073655503,0.8520775211013093,121.0,3.430194714693088,0.21770179348716479
2018-12-06,126,0.3918900574254603,34.606481845624536,3.2362950074294585,32.70680329068312,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2018,340,49,-1.899678554941417,3.647896508180253,4.715062674732497,3.85369725855565,-2.4492935982947064e-16,1.0,-0.41719360261231697,0.9088176373395028,122.0,3.4335210430908054,-0.1972260356613469
2018-12-13,127,0.3826748805982324,28.55054226807047,2.824693506678664,31.37523577474913,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2018,347,50,2.82469350667866,3.2362950074294585,4.471099509681842,3.4420957578048554,-2.4492935982947064e-16,1.0,-0.3049212246562894,0.9523775757303973,123.0,3.436847371488523,-0.612153864809859
2018-12-27,128,0.35073100721638945,31.64718891742009,3.049191950744754,31.545240777085315,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2018,361,52,-0.10194814033477684,2.824693506678664,4.0594980089310475,3.189519243258282,-2.4492935982947064e-16,1.0,-0.06880242680232064,0.9976303053065857,124.0,3.44017369988624,-0.3909817491414862
2019-01-03,129,0.334759070525468,28.46880210547561,3.161441172777799,31.63024327825341,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2019,3,1,3.161441172777799,3.049191950744754,3.647896508180253,3.0679054094076688,0.49999999999999994,0.8660254037844387,0.051619667223253764,0.998666816288476,125.0,3.4435000282839576,-0.2820588555061585
2019-01-10,130,0.31372496159761515,31.57982007477441,3.2483229483921683,32.334060911545286,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2019,10,2,0.7542408367708759,3.161441172777799,3.2362950074294585,3.0709123946483463,0.49999999999999994,0.8660254037844387,0.1712931441814776,0.9852201067560606,126.0,3.446826356681675,-0.19850340828950674
2019-01-17,131,0.2926908526697623,29.702673820830626,3.335204724006537,33.03787854483716,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2019,17,3,3.3352047240065374,3.2483229483921683,2.824693506678664,3.1985401989803144,0.49999999999999994,0.8660254037844387,0.288482432880609,0.9574851883550393,127.0,3.4501526850793924,-0.11494796107285543
2019-01-24,132,0.294422394206734,33.67774043697107,3.522127042796358,33.284511536491785,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2019,24,4,-0.3932289004792864,3.335204724006537,3.049191950744754,3.3167739719932157,0.49999999999999994,0.8660254037844387,0.401487989205973,0.9158642882672872,128.0,3.45347901347711,0.06864802931924796
2019-01-31,133,0.2961539357437057,29.82209516656022,3.709049361586178,33.5311445281464,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2019,31,5,3.709049361586178,3.522127042796358,3.161441172777799,3.4536760191953104,0.49999999999999994,0.8660254037844387,0.5086709438521044,0.8609610158889943,129.0,3.4568053418748272,0.2522440197113509
2019-02-14,134,0.2857423914215811,37.67964912954487,3.209830481069369,33.66294135061526,"{""type"":""MultiPoint"",""coordinates"":[]}",2,2019,45,7,-4.016707778929607,3.709049361586178,3.2483229483921683,3.4440529023646107,0.8660254037844386,0.5000000000000001,0.699458327051647,0.7146733860429609,130.0,3.4601316702725446,-0.2503011892031757
2019-02-21,135,0.2805366192605188,30.76861872103873,2.960221040810964,33.7288397618497,"{""type"":""MultiPoint"",""coordinates"":[]}",2,2019,52,8,2.9602210408109677,3.209830481069369,3.335204724006537,3.3503069815657174,0.8660254037844386,0.5000000000000001,0.7802958510707755,0.6254105729852463,131.0,3.4634579986702625,-0.5032369578592983
2019-02-28,136,0.28409311496079875,42.249792508255375,3.784760333500678,35.67018785293181,"{""type"":""MultiPoint"",""coordinates"":[]}",2,2019,59,9,-6.579604655323564,2.960221040810964,3.522127042796358,3.4159653042417975,0.8660254037844386,0.5000000000000001,0.8498170915275278,0.5270777086423722,132.0,3.46678432706798,0.3179760064326982
2019-03-07,137,0.2876496106610787,33.00223631782353,4.609299626190392,37.61153594401392,"{""type"":""MultiPoint"",""coordinates"":[]}",3,2019,66,10,4.609299626190392,3.784760333500678,3.709049361586178,3.641027870392851,1.0,6.123233995736766e-17,0.9070138128026359,0.4211008707960896,133.0,3.4701106554656973,1.1391889707246947
2019-03-14,138,0.284779850546246,44.834988065918246,5.493371018190334,40.62359157074156,"{""type"":""MultiPoint"",""coordinates"":[]}",3,2019,73,11,-4.211396495176686,4.609299626190392,3.209830481069369,4.211913004673092,1.0,6.123233995736766e-17,0.9510565162951535,0.30901699437494745,134.0,3.4734369838634147,2.0199340343269196
2019-03-21,139,0.2819100904314133,37.25820478727893,6.377442410190277,43.6356471974692,"{""type"":""MultiPoint"",""coordinates"":[]}",3,2019,80,12,6.37744241019027,5.493371018190334,2.960221040810964,5.06621834701792,1.0,6.123233995736766e-17,0.9813064702716093,0.19245158197082998,135.0,3.476763312261132,2.9006790979291446
2019-03-28,140,0.2920835677927177,46.61738908989884,4.718229639737981,42.46863673107781,"{""type"":""MultiPoint"",""coordinates"":[]}",3,2019,87,13,-4.148752358821035,6.377442410190277,3.784760333500678,5.299585673577246,1.0,6.123233995736766e-17,0.9973249731081555,0.07309512989807777,136.0,3.4800896406588495,1.2381399990791313
2019-04-04,141,0.3022570451540222,38.24260939540073,3.059016869285685,41.30162626468641,"{""type"":""MultiPoint"",""coordinates"":[]}",4,2019,94,14,3.059016869285685,4.718229639737981,4.609299626190392,4.912014984351069,0.8660254037844387,-0.4999999999999998,0.9988797155850336,-0.04732138832243185,137.0,3.483415969056567,-0.42439909977088197
2019-04-18,142,0.2954405599889273,50.58603756684103,3.512232462484505,41.7406164769572,"{""type"":""MultiPoint"",""coordinates"":[]}",4,2019,108,16,-8.845421089883828,3.059016869285685,5.493371018190334,4.416730345424612,0.8660254037844387,-0.4999999999999998,0.9587178169872964,-0.2843591872810034,138.0,3.4867422974542843,0.025490165030220613
2019-04-25,143,0.2920323174063799,38.22127132400868,3.738840259083915,41.96011158309259,"{""type"":""MultiPoint"",""coordinates"":[]}",4,2019,115,17,3.738840259083908,3.512232462484505,6.377442410190277,3.7570798076480214,0.8660254037844387,-0.4999999999999998,0.9175836260593937,-0.39754281428255595,139.0,3.4900686258520017,0.2487716332319132
2019-05-02,144,0.3057076122150621,43.50300134535628,3.8903597489501003,42.59279768204534,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2019,122,18,-0.9102036633109449,3.738840259083915,4.718229639737981,3.5501123349510513,0.49999999999999994,-0.8660254037844387,0.8631421280499114,-0.5049610547215204,140.0,3.493394954249719,0.39696479470038115
2019-05-09,145,0.3193829070237443,39.1836045421818,4.041879238816286,43.22548378099808,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2019,129,19,4.041879238816286,3.8903597489501003,3.059016869285685,3.7958279273337014,0.49999999999999994,-0.8660254037844387,0.7961828637826158,-0.6050560696488488,141.0,3.4967212826474365,0.5451579561688491
2019-05-16,146,0.31661076863374227,50.64130209205074,3.898334559932888,43.4322416438812,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2019,136,20,-7.209060448169545,4.041879238816286,3.512232462484505,3.892353451695797,0.49999999999999994,-0.8660254037844387,0.717676913675962,-0.6963762255968722,142.0,3.500047611045154,0.39828694888773386
2019-05-23,147,0.3138386302437403,39.88420962571483,3.75478988104949,43.63899950676432,"{""type"":""MultiPoint"",""coordinates"":[]}",5,2019,143,21,3.75478988104949,3.898334559932888,3.738840259083915,3.896340857187191,0.49999999999999994,-0.8660254037844387,0.6287628145958344,-0.7775971469736269,143.0,3.503373939442872,0.2514159416066182
2019-10-03,148,0.3692145339131226,28.13970330151406,0.6848928088996686,28.82459611041373,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2019,276,40,0.6848928088996686,3.75478988104949,3.8903597489501003,3.094974122174583,-0.8660254037844386,0.5000000000000001,-0.9992500112396835,0.03872228089217399,144.0,3.506700267840589,-2.8218074589409206
2019-10-10,149,0.39432564420613575,35.101982797435966,1.5229037186995455,30.748333002100587,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2019,283,41,-4.353649795335379,0.6848928088996686,4.041879238816286,2.465230242145398,-0.8660254037844386,0.5000000000000001,-0.9873494423939864,0.15855938510313475,145.0,3.5100265962383066,-1.987122877538761
2019-10-24,150,0.444547864792162,35.384451295742686,3.1989255382992994,34.59580678547431,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2019,297,43,-0.7886445102683766,1.5229037186995455,3.898334559932888,2.290377986737001,-0.8660254037844386,0.5000000000000001,-0.9209712877166347,0.38963044953078774,146.0,3.513352924636024,-0.3144273863367246
2019-10-31,151,0.4696589750851752,32.48260722906199,4.036936448099176,36.51954367716117,"{""type"":""MultiPoint"",""coordinates"":[]}",10,2019,304,44,4.036936448099176,3.1989255382992994,3.75478988104949,2.3609146284994225,-0.8660254037844386,0.5000000000000001,-0.8674563547295971,0.4975132889071803,147.0,3.5166792530337414,0.5202571950654349
2019-11-07,152,0.44430375881317175,36.02367582603809,6.12346568830676,31.793327832123254,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2019,311,45,-4.230347993914833,4.036936448099176,0.6848928088996686,3.7205578483511954,-0.5000000000000004,0.8660254037844384,-0.801361088174677,0.5981809144059158,148.0,3.520005581431459,2.6034601068753016
2019-11-14,153,0.4189485425411683,18.857117058570992,8.209994928514345,27.067111987085337,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2019,318,46,8.209994928514345,6.12346568830676,1.5229037186995455,5.392330650804896,-0.5000000000000004,0.8660254037844384,-0.7236440382959124,0.690173388242972,149.0,3.523331909829176,4.686663018685168
2019-11-28,154,0.4234713740533077,33.295699694122234,7.317412050604151,33.28453097760862,"{""type"":""MultiPoint"",""coordinates"":[]}",11,2019,332,48,-0.011168716513616062,8.209994928514345,3.1989255382992994,6.421952278881108,-0.5000000000000004,0.8660254037844384,-0.5380051715382992,0.8429415373547832,150.0,3.5266582382268936,3.7907538123772575
2019-12-05,155,0.4257327898093774,29.522119861221206,6.871120611649054,36.39324047287026,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2019,339,49,6.871120611649054,7.317412050604151,4.036936448099176,7.130498319768577,-2.4492935982947064e-16,1.0,-0.4327755925504317,0.9015016841318838,151.0,3.529984566624611,3.3411360450244434
2019-12-12,156,0.2805924553482561,32.80203488803875,2.4477415603021857,5.326668696892138,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2019,346,50,-27.47536619114661,6.871120611649054,6.12346568830676,6.211567287767434,-2.4492935982947064e-16,1.0,-0.32126966169236515,0.9469877530760751,152.0,3.5333108950223284,-1.0855693347201427
2019-12-19,157,0.1354521208871348,-23.7642655880413,-1.975637491044683,-25.739903079085984,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2019,353,51,-1.975637491044683,2.4477415603021857,8.209994928514345,3.6651591828776775,-2.4492935982947064e-16,1.0,-0.20510449986861926,0.9787400799669153,153.0,3.536637223420046,-5.512274714464729
2019-12-26,158,0.22266273089434047,31.341852205720127,-0.6826460484722485,0.15511122491273,"{""type"":""MultiPoint"",""coordinates"":[]}",12,2019,360,52,-31.186740980807397,-1.975637491044683,7.317412050604151,1.6651446581085771,-2.4492935982947064e-16,1.0,-0.0859647987374467,0.9962981749346077,154.0,3.5399635518177632,-4.222609600290012
2020-01-02,159,0.3098733409015461,25.43978013481125,0.610345394100186,26.05012552891144,"{""type"":""MultiPoint"",""coordinates"":[]}",1,2020,2,1,0.6103453941001895,-0.6826460484722485,6.871120611649054,0.09995085372136003,0.49999999999999994,0.8660254037844387,0.03442161162274574,0.9994074007397048,155.0,3.5432898802154806,-2.9329444861152947
